"","Koder_samlet","SKS1","SKS1_til","SKS10","SKS10_til","SKS11","SKS11_til","SKS12","SKS12_til","SKS13","SKS13_til","SKS2","SKS2_til","SKS3","SKS3_til","SKS4","SKS4_til","SKS5","SKS5_til","SKS6","SKS6_til","SKS7","SKS7_til","SKS8","SKS8_til","SKS9","SKS9_til","Tid_i_min"
"405","UXRE20_NA/UXRE30_NA/UXRE60_TUL1/UXRE60_TUL2","Røntgenundersøgelse af columna thoracalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna lumbalis",NA,"Røntgenundersøgelse af sakroiliakaled","højresidig","Røntgenundersøgelse af sakroiliakaled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"409","UXRE20_NA/UXRE30_NA/UXRF25_TUL2/UXRG25_TUL2","Røntgenundersøgelse af columna thoracalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna lumbalis",NA,"Røntgenundersøgelse af albue","venstresidig","Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"415","UXRE20_NA/UXRE30_NA/UXRG15_TUL1/UXRG20_TUL1","Røntgenundersøgelse af columna thoracalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna lumbalis",NA,"Røntgenundersøgelse af hofte","højresidig","Røntgenundersøgelse af femur","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"417","UXRE20_NA/UXRE30_NA/UXRG20_TUL1/UXRG20_TUL2","Røntgenundersøgelse af columna thoracalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna lumbalis",NA,"Røntgenundersøgelse af femur","højresidig","Røntgenundersøgelse af femur","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"419","UXRE20_NA/UXRE30_NA/UXRG25_TUL2/UXRG40_TUL2","Røntgenundersøgelse af columna thoracalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna lumbalis",NA,"Røntgenundersøgelse af knæ","venstresidig","Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"422","UXRE20_NA/UXRE30_NA/UXRG50_TUL1/UXRG50_TUL2","Røntgenundersøgelse af columna thoracalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna lumbalis",NA,"Røntgenundersøgelse af fod og tæer","højresidig","Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"433","UXRE30_NA/UXRF15_TUL2/UXRG10_NA/UXRG15_TUL1","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af skulder","venstresidig","Røntgenundersøgelse af bækken",NA,"Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"466","UXRF10_TUL1/UXRF12_TUL1/UXRF12_TUL2","Røntgenundersøgelse af scapula","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af akromioclavicularled","højresidig","Røntgenundersøgelse af akromioclavicularled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"476","UXRF15_TUL1/UXRF15_TUL2/UXRG25_TUL1","Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af skulder","venstresidig","Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"478","UXRF15_TUL1/UXRF20_TUL1/UXRF25_TUL1","Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af overarm","højresidig","Røntgenundersøgelse af albue","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"479","UXRF15_TUL1/UXRF20_TUL1/UXRF40_TUL1","Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af overarm","højresidig","Røntgenundersøgelse af håndled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"480","UXRF15_TUL1/UXRF25_TUL1/UXRF50_TUL1","Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af albue","højresidig","Røntgenundersøgelse af hånd og fingre","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"482","UXRF15_TUL1/UXRF40_TUL1/UXRF50_TUL1","Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","højresidig","Røntgenundersøgelse af hånd og fingre","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"483","UXRF15_TUL1/UXRF40_TUL2/UXRF45_TUL2","Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","venstresidig","Røntgenundersøgelse af os scaphoideum","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"484","UXRF15_TUL1/UXRF50_TUL1/UXRF50_TUL2","Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","højresidig","Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"488","UXRF15_TUL1/UXRG10_TUL2/UXRG15_TUL2","Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken","venstresidig","Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"491","UXRF15_TUL1/UXRG25_TUL1/UXRG27_TUL2","Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","højresidig","Tangential røntgenundersøgelse af patella","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"495","UXRF15_TUL1/UXRG40_TUL1/UXRG50_TUL1","Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","højresidig","Røntgenundersøgelse af fod og tæer","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"501","UXRF15_TUL2/UXRF25_TUL1/UXRF40_TUL2","Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af albue","højresidig","Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"505","UXRF15_TUL2/UXRF40_TUL2/UXRF45_TUL2","Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","venstresidig","Røntgenundersøgelse af os scaphoideum","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"506","UXRF15_TUL2/UXRF50_TUL1/UXRF50_TUL2","Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","højresidig","Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"514","UXRF15_TUL2/UXRG25_TUL1/UXRG25_TUL2","Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","højresidig","Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"515","UXRF15_TUL2/UXRG25_TUL2/UXRG27_TUL2","Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","venstresidig","Tangential røntgenundersøgelse af patella","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"517","UXRF15_TUL2/UXRG40_TUL2/UXRG50_TUL2","Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","venstresidig","Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"520","UXRF20_TUL1/UXRF25_TUL1/UXRF30_TUL1","Røntgenundersøgelse af overarm","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af albue","højresidig","Røntgenundersøgelse af underarm","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"522","UXRF20_TUL1/UXRF30_TUL1/UXRF40_TUL1","Røntgenundersøgelse af overarm","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af underarm","højresidig","Røntgenundersøgelse af håndled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"523","UXRF20_TUL2/UXRF25_TUL2/UXRF30_TUL2","Røntgenundersøgelse af overarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af albue","venstresidig","Røntgenundersøgelse af underarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"527","UXRF25_TUL1/UXRF25_TUL2/UXRF30_TUL2","Røntgenundersøgelse af albue","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af albue","venstresidig","Røntgenundersøgelse af underarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"528","UXRF25_TUL1/UXRF25_TUL2/UXRF40_TUL2","Røntgenundersøgelse af albue","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af albue","venstresidig","Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"529","UXRF25_TUL1/UXRF25_TUL2/UXRG40_TUL2","Røntgenundersøgelse af albue","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af albue","venstresidig","Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"530","UXRF25_TUL1/UXRF30_TUL1/UXRF30_TUL2","Røntgenundersøgelse af albue","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af underarm","højresidig","Røntgenundersøgelse af underarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"531","UXRF25_TUL1/UXRF30_TUL1/UXRG50_TUL2","Røntgenundersøgelse af albue","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af underarm","højresidig","Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"534","UXRF25_TUL1/UXRF50_TUL1/UXRF50_TUL2","Røntgenundersøgelse af albue","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","højresidig","Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"538","UXRF25_TUL1/UXRG10_TUL2/UXRG15_TUL2","Røntgenundersøgelse af albue","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken","venstresidig","Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"540","UXRF25_TUL2/UXRF30_TUL1/UXRF50_TUL1","Røntgenundersøgelse af albue","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af underarm","højresidig","Røntgenundersøgelse af hånd og fingre","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"541","UXRF25_TUL2/UXRF30_TUL2/UXRF40_TUL2","Røntgenundersøgelse af albue","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af underarm","venstresidig","Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"543","UXRF25_TUL2/UXRF40_TUL2/UXRF45_TUL2","Røntgenundersøgelse af albue","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","venstresidig","Røntgenundersøgelse af os scaphoideum","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"545","UXRF25_TUL2/UXRG20_TUL2/UXRG25_TUL1","Røntgenundersøgelse af albue","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af femur","venstresidig","Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"546","UXRF25_TUL2/UXRG25_TUL1/UXRG27_TUL2","Røntgenundersøgelse af albue","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","højresidig","Tangential røntgenundersøgelse af patella","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"548","UXRF30_TUL1/UXRF40_TUL1/UXRF50_TUL1","Røntgenundersøgelse af underarm","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","højresidig","Røntgenundersøgelse af hånd og fingre","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"549","UXRF30_TUL1/UXRG25_TUL2/UXRG27_TUL2","Røntgenundersøgelse af underarm","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","venstresidig","Tangential røntgenundersøgelse af patella","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"551","UXRF30_TUL2/UXRF40_TUL1/UXRF40_TUL2","Røntgenundersøgelse af underarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","højresidig","Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"553","UXRF30_TUL2/UXRF40_TUL2/UXRF45_TUL2","Røntgenundersøgelse af underarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","venstresidig","Røntgenundersøgelse af os scaphoideum","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"554","UXRF30_TUL2/UXRF40_TUL2/UXRF50_TUL2","Røntgenundersøgelse af underarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","venstresidig","Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"559","UXRF40_TUL1/UXRF40_TUL2/UXRF45_TUL1","Røntgenundersøgelse af håndled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","venstresidig","Røntgenundersøgelse af os scaphoideum","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"563","UXRF40_TUL1/UXRF40_TUL2/UXRG30_TUL1","Røntgenundersøgelse af håndled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","venstresidig","Røntgenundersøgelse af crus","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"566","UXRF40_TUL1/UXRF50_TUL2/UXRG40_TUL1","Røntgenundersøgelse af håndled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","venstresidig","Røntgenundersøgelse af fodled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"570","UXRF40_TUL1/UXRG25_TUL1/UXRG27_TUL2","Røntgenundersøgelse af håndled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","højresidig","Tangential røntgenundersøgelse af patella","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"575","UXRF40_TUL1/UXRG40_TUL2/UXRG50_TUL2","Røntgenundersøgelse af håndled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","venstresidig","Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"576","UXRF40_TUL1/UXRG45_TUL1/UXRG50_TUL1","Røntgenundersøgelse af håndled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af calcaneus","højresidig","Røntgenundersøgelse af fod og tæer","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"577","UXRF40_TUL2/UXRF45_TUL2/UXRF50_TUL1","Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af os scaphoideum","venstresidig","Røntgenundersøgelse af hånd og fingre","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"582","UXRF40_TUL2/UXRG15_TUL2/UXRG50_TUL2","Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","venstresidig","Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"583","UXRF40_TUL2/UXRG25_TUL1/UXRG25_TUL2","Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","højresidig","Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"585","UXRF40_TUL2/UXRG25_TUL2/UXRG27_TUL2","Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","venstresidig","Tangential røntgenundersøgelse af patella","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"586","UXRF40_TUL2/UXRG30_TUL1/UXRG30_TUL2","Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af crus","højresidig","Røntgenundersøgelse af crus","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"589","UXRF40_TUL2/UXRG40_TUL2/UXRG50_TUL2","Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","venstresidig","Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"591","UXRF45_TUL2/UXRF50_TUL1/UXRF50_TUL2","Røntgenundersøgelse af os scaphoideum","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","højresidig","Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"597","UXRF50_TUL1/UXRG15_TUL1/UXRG20_TUL1","Røntgenundersøgelse af hånd og fingre","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","højresidig","Røntgenundersøgelse af femur","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"602","UXRF50_TUL1/UXRG60_TUL1/UXRG60_TUL2","Røntgenundersøgelse af hånd og fingre","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse på lang film af underekstremiteten","højresidig","Røntgenundersøgelse på lang film af underekstremiteten","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"657","UXRG10_TUL2/UXRG15_TUL2/UXRG25_TUL1","Røntgenundersøgelse af bækken","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","venstresidig","Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"660","UXRG10_TUL2/UXRG15_TUL2/UXRG40_TUL2","Røntgenundersøgelse af bækken","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","venstresidig","Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"661","UXRG15_TUL1/UXRG15_TUL2/UXRG20_TUL1","Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","venstresidig","Røntgenundersøgelse af femur","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"662","UXRG15_TUL1/UXRG15_TUL2/UXRG25_TUL1","Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","venstresidig","Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"665","UXRG15_TUL1/UXRG20_TUL1/UXRG25_TUL1","Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af femur","højresidig","Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"666","UXRG15_TUL1/UXRG25_TUL1/UXRG25_TUL2","Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","højresidig","Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"667","UXRG15_TUL1/UXRG25_TUL1/UXRG27_TUL1","Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","højresidig","Tangential røntgenundersøgelse af patella","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"671","UXRG15_TUL1/UXRG40_TUL1/UXRG50_TUL1","Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","højresidig","Røntgenundersøgelse af fod og tæer","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"672","UXRG15_TUL1/UXRG50_TUL1/UXRG50_TUL2","Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","højresidig","Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"676","UXRG15_TUL2/UXRG25_TUL1/UXRG25_TUL2","Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","højresidig","Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"678","UXRG15_TUL2/UXRG25_TUL1/UXRG27_TUL2","Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","højresidig","Tangential røntgenundersøgelse af patella","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"679","UXRG15_TUL2/UXRG25_TUL2/UXRG50_TUL2","Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","venstresidig","Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"682","UXRG20_TUL2/UXRG25_TUL1/UXRG25_TUL2","Røntgenundersøgelse af femur","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","højresidig","Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"684","UXRG20_TUL2/UXRG30_TUL2/UXRG50_TUL2","Røntgenundersøgelse af femur","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af crus","venstresidig","Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"685","UXRG25_TUL1/UXRG25_TUL2/UXRG27_TUL1","Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","venstresidig","Tangential røntgenundersøgelse af patella","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"693","UXRG25_TUL1/UXRG27_TUL1/UXRG40_TUL2","Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Tangential røntgenundersøgelse af patella","højresidig","Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"694","UXRG25_TUL1/UXRG27_TUL2/UXRG30_TUL1","Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Tangential røntgenundersøgelse af patella","venstresidig","Røntgenundersøgelse af crus","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"695","UXRG25_TUL1/UXRG27_TUL2/UXRG40_TUL2","Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Tangential røntgenundersøgelse af patella","venstresidig","Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"698","UXRG25_TUL1/UXRG30_TUL1/UXRG40_TUL1","Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af crus","højresidig","Røntgenundersøgelse af fodled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"702","UXRG25_TUL1/UXRG50_TUL1/UXRG50_TUL2","Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","højresidig","Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"703","UXRG25_TUL1/UXRG60_TUL1/UXRG60_TUL2","Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse på lang film af underekstremiteten","højresidig","Røntgenundersøgelse på lang film af underekstremiteten","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"706","UXRG25_TUL2/UXRG27_TUL2/UXRG40_TUL2","Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Tangential røntgenundersøgelse af patella","venstresidig","Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
